Transaction_ID,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Amount,Purchase_Date,Customer_City,Payment_Method,Store_Branch,Rating,Month,Month_Num,Segment
TXN00273,CUST0220,42,Female,Smart Home,Ring Video Doorbell,1,1163.59,0,1163.59,2025-02-12,Al Ain,Credit Card,Online Store,5.0,February,2,At-Risk
TXN00130,CUST0242,62,Female,Wearables,Samsung Galaxy Watch 6,2,2204.65,0,4409.3,2025-11-17,Fujairah,Apple Pay,Online Store,2.0,November,11,High-Value
TXN00159,CUST0224,39,Female,Audio,Sony WH-1000XM5,2,711.98,20,1139.17,2025-05-25,Ras Al Khaimah,Cash,Mall Branch,5.0,May,5,High-Value
TXN00559,CUST0017,25,Female,Smart Home,Amazon Echo Dot,1,686.7420353982301,0,686.74,2025-06-02,Dubai,Debit Card,Online Store,5.0,June,6,High-Value
TXN00602,CUST0236,32,Male,Accessories,Laptop Sleeve,1,231.07,5,219.52,2025-04-02,Fujairah,Tabby (BNPL),Outlet Branch,4.0,April,4,Loyal/Regular
TXN00577,CUST0161,59,Female,Gaming,Logitech G502 Mouse,2,2072.85,15,3523.84,2025-03-04,Ras Al Khaimah,Debit Card,Downtown Branch,4.0,March,3,High-Value
TXN00665,CUST0203,65,Female,Laptops,HP Pavilion 15,1,5768.27,0,5768.27,2025-10-19,Ajman,Tabby (BNPL),Downtown Branch,2.0,October,10,High-Value
TXN01187,CUST0062,37,Male,Audio,Sony WH-1000XM5,1,1080.0,5,1026.0,2025-12-19,Dubai,Apple Pay,Online Store,5.0,December,12,Loyal/Regular
TXN00615,CUST0075,53,Male,Audio,Bose QuietComfort,3,1539.45,0,4618.35,2025-01-25,Unknown,Apple Pay,Downtown Branch,4.0,January,1,High-Value
TXN00574,CUST0143,53,Male,Wearables,Samsung Galaxy Watch 6,1,1910.73,5,1815.19,2025-11-02,Unknown,Credit Card,Online Store,5.0,November,11,High-Value
TXN00127,CUST0049,64,Male,Tablets,Samsung Galaxy Tab S9,4,2036.87,0,8147.48,2025-05-15,Ras Al Khaimah,Cash,Online Store,4.0,May,5,High-Value
TXN00266,CUST0072,51,Female,Mobiles,Google Pixel 8,1,4490.64,0,4490.64,2025-05-02,Dubai,Tabby (BNPL),Downtown Branch,4.0,May,5,Loyal/Regular
TXN00684,CUST0012,27,Male,Tablets,Lenovo Tab P11,1,3249.82,5,3087.33,2025-05-26,Fujairah,Credit Card,Online Store,5.0,May,5,Loyal/Regular
TXN00894,CUST0044,58,Male,Gaming,Logitech G502 Mouse,1,766.55,0,766.55,2025-04-15,Fujairah,Cash,Online Store,3.0,April,4,Loyal/Regular
TXN00655,CUST0229,47,Male,Laptops,Asus ZenBook 14,5,3025.93,0,15129.65,2025-12-26,Dubai,Debit Card,Outlet Branch,5.0,December,12,High-Value
TXN01151,CUST0226,57,Male,Audio,AirPods Pro 2,1,170.49,0,170.49,2025-09-27,Ajman,Apple Pay,Outlet Branch,4.0,September,9,Loyal/Regular
TXN00386,CUST0005,45,Male,Mobiles,OnePlus 12,1,3698.86,0,3698.86,2025-05-03,Dubai,Debit Card,Downtown Branch,4.0,May,5,Loyal/Regular
TXN00503,CUST0277,55,Female,Wearables,Samsung Galaxy Watch 6,2,1460.54,0,2921.08,2025-01-04,Ajman,Debit Card,Outlet Branch,4.0,January,1,At-Risk
TXN00105,CUST0073,33,Male,Laptops,MacBook Air M3,1,3676.59,5,3492.76,2025-03-28,Dubai,Debit Card,Online Store,5.0,March,3,At-Risk
TXN00158,CUST0200,47,Female,Wearables,Fitbit Charge 6,2,1259.62,10,2267.32,2025-10-03,Fujairah,Tabby (BNPL),Online Store,2.0,October,10,High-Value
TXN01147,CUST0058,41,Male,Audio,JBL Flip 6,2,1649.57,0,3299.14,2025-11-18,Al Ain,Debit Card,Outlet Branch,5.0,November,11,High-Value
TXN00659,CUST0259,29,Female,Gaming,Nintendo Switch OLED,5,1697.37,5,8062.51,2025-03-22,Al Ain,Cash,Online Store,3.0,March,3,High-Value
TXN00213,CUST0024,35,Female,Smart Home,Amazon Echo Dot,3,1070.84,10,2891.27,2025-04-03,Ras Al Khaimah,Tabby (BNPL),Outlet Branch,1.0,April,4,High-Value
TXN00702,CUST0269,56,Female,Laptops,Lenovo ThinkPad E14,1,1930.9,0,1930.9,2025-12-14,Al Ain,Apple Pay,Downtown Branch,5.0,December,12,Loyal/Regular
TXN00654,CUST0120,52,Male,Mobiles,Xiaomi Redmi Note 13,1,2850.08,0,2850.08,2025-11-21,Al Ain,Debit Card,Online Store,4.0,November,11,At-Risk
TXN01021,CUST0079,39,Male,Tablets,Samsung Galaxy Tab S9,3,931.91,0,2795.73,2025-06-23,Al Ain,Credit Card,Online Store,3.0,June,6,High-Value
TXN00038,CUST0190,20,Male,Wearables,Garmin Venu 3,2,1768.35,10,3183.03,2025-10-27,Ajman,Apple Pay,Outlet Branch,5.0,October,10,High-Value
TXN01155,CUST0117,60,Female,Gaming,Xbox Series X,1,1323.63,0,1323.63,2025-09-16,Ajman,Tabby (BNPL),Outlet Branch,2.0,September,9,High-Value
TXN00551,CUST0021,60,Male,Laptops,HP Pavilion 15,1,5202.85,0,5202.85,2025-11-22,Fujairah,Apple Pay,Downtown Branch,4.0,November,11,High-Value
TXN00190,CUST0211,27,Male,Mobiles,Xiaomi Redmi Note 13,1,4008.08,10,3607.27,2025-03-23,Ajman,Cash,Downtown Branch,5.0,March,3,At-Risk
TXN00282,CUST0007,50,Male,Laptops,MacBook Air M3,2,7764.24,0,15528.48,2025-01-17,Al Ain,Credit Card,Mall Branch,5.0,January,1,At-Risk
TXN00117,CUST0136,18,Female,Cameras,DJI Osmo Pocket 3,1,2057.45,0,2057.45,2025-03-10,Fujairah,Cash,Downtown Branch,5.0,March,3,High-Value
TXN00092,CUST0190,20,Male,Gaming,Logitech G502 Mouse,1,1978.79,0,1978.79,2025-05-21,Ajman,Cash,Downtown Branch,5.0,May,5,High-Value
TXN00864,CUST0200,47,Female,Tablets,Xiaomi Pad 6,1,3231.68,0,3231.68,2025-01-26,Fujairah,Debit Card,Mall Branch,5.0,January,1,High-Value
TXN00366,CUST0134,21,Male,Gaming,Nintendo Switch OLED,4,1532.77,0,6131.08,2025-01-04,Ras Al Khaimah,Cash,Downtown Branch,4.0,January,1,Loyal/Regular
TXN00933,CUST0050,52,Female,Audio,Sony WH-1000XM5,3,1486.51,0,4459.53,2025-06-18,Fujairah,Credit Card,Online Store,3.0,June,6,Loyal/Regular
TXN00471,CUST0041,43,Female,Wearables,Apple Watch Series 9,2,913.08,5,1734.85,2025-10-22,Sharjah,Tabby (BNPL),Online Store,5.0,October,10,At-Risk
TXN00812,CUST0223,49,Male,Gaming,Xbox Series X,1,2284.77,0,2284.77,2025-02-28,Ajman,Debit Card,Downtown Branch,4.0,February,2,Loyal/Regular
TXN00091,CUST0225,28,Female,Mobiles,Samsung Galaxy S24,2,1048.76,0,2097.52,2025-05-19,Sharjah,Credit Card,Downtown Branch,5.0,May,5,High-Value
TXN00892,CUST0097,33,Male,Laptops,HP Pavilion 15,2,4673.2,20,7477.12,2025-08-04,Ajman,Debit Card,Outlet Branch,5.0,August,8,At-Risk
TXN01133,CUST0201,46,Female,Cameras,Sony Alpha A6400,1,2367.15,0,2367.15,2025-12-05,Fujairah,Apple Pay,Mall Branch,5.0,December,12,Loyal/Regular
TXN00645,CUST0194,43,Male,Accessories,USB-C Cable Pack,1,273.82,0,273.82,2025-06-15,Sharjah,Debit Card,Online Store,3.0,June,6,Low-Engagement
TXN01164,CUST0015,40,Female,Cameras,GoPro Hero 12,5,5726.47,0,28632.35,2025-09-06,Fujairah,Tabby (BNPL),Downtown Branch,5.0,September,9,At-Risk
TXN00778,CUST0137,26,Female,Mobiles,Xiaomi Redmi Note 13,1,3417.76,5,3246.87,2025-11-06,Sharjah,Apple Pay,Online Store,5.0,November,11,At-Risk
TXN00422,CUST0095,53,Male,Mobiles,OnePlus 12,2,3082.7,5,5857.13,2025-08-08,Dubai,Credit Card,Online Store,2.0,August,8,At-Risk
TXN00170,CUST0156,30,Female,Audio,JBL Flip 6,2,1236.79,10,2226.22,2025-01-20,Abu Dhabi,Apple Pay,Outlet Branch,4.0,January,1,High-Value
TXN00923,CUST0280,62,Female,Audio,Bose QuietComfort,1,942.77,0,942.77,2025-08-12,Abu Dhabi,Cash,Outlet Branch,4.0,August,8,High-Value
TXN00294,CUST0243,41,Male,Gaming,Logitech G502 Mouse,2,550.85,0,1101.7,2025-04-27,Al Ain,Cash,Online Store,5.0,April,4,High-Value
TXN01125,CUST0250,62,Female,Wearables,Garmin Venu 3,2,1958.12,0,3916.24,2025-07-03,Fujairah,Cash,Outlet Branch,5.0,July,7,At-Risk
TXN00771,CUST0143,53,Male,Tablets,Xiaomi Pad 6,1,908.21,0,908.21,2025-12-13,Ajman,Apple Pay,Mall Branch,5.0,December,12,High-Value
TXN00505,CUST0027,35,Male,Wearables,Samsung Galaxy Watch 6,1,695.11,0,695.11,2025-01-08,Al Ain,Apple Pay,Online Store,4.0,January,1,High-Value
TXN00878,CUST0191,57,Male,Gaming,Xbox Series X,1,2014.93,0,2014.93,2025-01-11,Ajman,Debit Card,Outlet Branch,4.0,January,1,At-Risk
TXN00453,CUST0146,31,Male,Cameras,Sony Alpha A6400,1,1942.01,10,1747.81,2025-07-02,Ras Al Khaimah,Debit Card,Mall Branch,4.0,July,7,Loyal/Regular
TXN00286,CUST0198,53,Male,Accessories,Laptop Sleeve,1,237.63,0,237.63,2025-10-02,Fujairah,Debit Card,Mall Branch,4.0,October,10,Low-Engagement
TXN00440,CUST0255,59,Female,Accessories,USB-C Cable Pack,1,312.77,0,312.77,2025-02-04,Dubai,Credit Card,Outlet Branch,5.0,February,2,At-Risk
TXN00576,CUST0257,45,Female,Laptops,Asus ZenBook 14,1,6481.63,10,5833.47,2025-07-16,Ras Al Khaimah,Credit Card,Downtown Branch,4.0,July,7,Loyal/Regular
TXN00835,CUST0172,39,Female,Mobiles,Samsung Galaxy S24,1,1844.17,0,1844.17,2025-08-25,Ras Al Khaimah,Cash,Downtown Branch,4.0,August,8,Loyal/Regular
TXN00368,CUST0075,53,Male,Tablets,Lenovo Tab P11,2,1881.09,0,3762.18,2025-12-03,Al Ain,Debit Card,Online Store,3.0,December,12,High-Value
TXN00441,CUST0061,25,Female,Audio,Bose QuietComfort,1,833.17,0,833.17,2025-09-01,Fujairah,Debit Card,Online Store,4.0,September,9,At-Risk
TXN01103,CUST0240,26,Female,Cameras,Sony Alpha A6400,2,5135.49,0,10270.98,2025-03-15,Ras Al Khaimah,Debit Card,Online Store,2.0,March,3,High-Value
TXN00836,CUST0017,25,Female,Audio,JBL Flip 6,1,290.31,0,290.31,2025-12-16,Dubai,Credit Card,Mall Branch,4.0,December,12,High-Value
TXN00142,CUST0154,28,Male,Smart Home,Google Nest Hub,1,942.14,10,847.93,2025-04-23,Unknown,Debit Card,Outlet Branch,5.0,April,4,Loyal/Regular
TXN01030,CUST0258,47,Male,Wearables,Fitbit Charge 6,2,526.89,0,1053.78,2025-06-02,Ajman,Credit Card,Downtown Branch,4.0,June,6,High-Value
TXN00745,CUST0167,56,Male,Accessories,USB-C Cable Pack,1,224.16,5,212.95,2025-01-14,Ajman,Apple Pay,Mall Branch,5.0,January,1,At-Risk
TXN00214,CUST0103,30,Female,TVs,Sony 50in Bravia,1,6229.12,0,6229.12,2025-12-25,Sharjah,Debit Card,Downtown Branch,3.0,December,12,High-Value
TXN00620,CUST0241,25,Male,Gaming,Logitech G502 Mouse,1,1485.8802727272732,15,1263.0,2025-04-20,Ajman,Apple Pay,Downtown Branch,5.0,April,4,At-Risk
TXN00061,CUST0206,51,Female,Wearables,Apple Watch Series 9,1,1289.42,0,1289.42,2025-04-06,Ras Al Khaimah,Credit Card,Mall Branch,4.0,April,4,High-Value
TXN00987,CUST0152,39,Female,Laptops,Dell XPS 13,3,2342.76,10,6325.45,2025-03-15,Fujairah,Cash,Downtown Branch,5.0,March,3,High-Value
TXN01165,CUST0050,52,Female,Tablets,Lenovo Tab P11,3,2307.16,5,6575.41,2025-12-06,Fujairah,Tabby (BNPL),Downtown Branch,5.0,December,12,Loyal/Regular
TXN00906,CUST0270,18,Male,Tablets,Lenovo Tab P11,1,3248.92,0,3248.92,2025-08-09,Dubai,Cash,Downtown Branch,2.0,August,8,At-Risk
TXN00442,CUST0035,54,Female,TVs,Sony 50in Bravia,1,4645.49,0,4645.49,2025-10-11,Sharjah,Apple Pay,Mall Branch,5.0,October,10,Loyal/Regular
TXN01034,CUST0192,44,Male,Cameras,GoPro Hero 12,1,3654.07,0,3654.07,2025-12-08,Ras Al Khaimah,Tabby (BNPL),Mall Branch,4.0,December,12,High-Value
TXN00001,CUST0157,37,Male,TVs,LG 65in OLED,1,2020.46,0,2020.46,2025-07-25,Sharjah,Debit Card,Downtown Branch,3.0,July,7,At-Risk
TXN01182,CUST0227,55,Male,Cameras,Canon EOS R50,1,4645.82,20,3716.66,2025-11-24,Dubai,Cash,Mall Branch,4.0,November,11,Loyal/Regular
TXN00558,CUST0267,31,Female,Accessories,Laptop Sleeve,2,94.62,0,189.24,2025-03-11,Fujairah,Tabby (BNPL),Mall Branch,5.0,March,3,Loyal/Regular
TXN00184,CUST0252,54,Male,Smart Home,Ring Video Doorbell,1,663.13,0,663.13,2025-11-10,Abu Dhabi,Credit Card,Online Store,3.0,November,11,Loyal/Regular
TXN00978,CUST0055,29,Male,Audio,JBL Flip 6,1,382.66,10,344.39,2025-11-01,Fujairah,Tabby (BNPL),Mall Branch,5.0,November,11,High-Value
TXN00861,CUST0115,31,Female,Wearables,Fitbit Charge 6,2,969.02,0,1938.04,2025-12-14,Sharjah,Debit Card,Mall Branch,5.0,December,12,Loyal/Regular
TXN00478,CUST0060,38,Female,Mobiles,Samsung Galaxy S24,1,2516.86,0,2516.86,2025-12-18,Dubai,Debit Card,Outlet Branch,5.0,December,12,High-Value
TXN00324,CUST0220,42,Female,Tablets,iPad Air,2,1577.0,5,2996.3,2025-09-09,Al Ain,Cash,Downtown Branch,5.0,September,9,At-Risk
TXN00934,CUST0271,33,Female,Accessories,USB-C Cable Pack,1,296.37,0,296.37,2025-05-20,Ajman,Tabby (BNPL),Downtown Branch,5.0,May,5,At-Risk
TXN00964,CUST0262,33,Male,Wearables,Fitbit Charge 6,1,2649.85,0,2649.85,2025-10-05,Abu Dhabi,Apple Pay,Mall Branch,5.0,October,10,At-Risk
TXN00875,CUST0160,22,Female,Tablets,Samsung Galaxy Tab S9,1,3370.53,10,3033.48,2025-06-24,Abu Dhabi,Cash,Online Store,5.0,June,6,Loyal/Regular
TXN00650,CUST0013,39,Male,Wearables,Fitbit Charge 6,1,1255.03,20,1004.02,2025-07-10,Dubai,Debit Card,Downtown Branch,4.0,July,7,Loyal/Regular
TXN00689,CUST0261,45,Female,Gaming,Logitech G502 Mouse,1,1441.56,5,1369.48,2025-07-16,Abu Dhabi,Apple Pay,Outlet Branch,4.0,July,7,High-Value
TXN01004,CUST0218,54,Female,Laptops,Lenovo ThinkPad E14,1,2454.62,0,2454.62,2025-01-07,Ajman,Apple Pay,Mall Branch,2.0,January,1,Loyal/Regular
TXN01186,CUST0087,64,Male,Gaming,Nintendo Switch OLED,4,384.55,5,1461.29,2025-01-01,Ras Al Khaimah,Tabby (BNPL),Mall Branch,5.0,January,1,Loyal/Regular
TXN00022,CUST0078,22,Male,Accessories,Anker Power Bank,5,193.38807692307694,0,966.94,2025-01-28,Fujairah,Apple Pay,Mall Branch,4.0,January,1,At-Risk
TXN00879,CUST0165,24,Female,Audio,Sony WH-1000XM5,2,786.22,0,1572.44,2025-01-09,Abu Dhabi,Tabby (BNPL),Mall Branch,4.0,January,1,At-Risk
TXN00717,CUST0110,22,Male,Laptops,HP Pavilion 15,1,3925.26,5,3729.0,2025-01-07,Ajman,Apple Pay,Downtown Branch,2.0,January,1,High-Value
TXN00707,CUST0094,22,Female,Cameras,Canon EOS R50,4,3164.53,0,12658.12,2025-12-09,Fujairah,Tabby (BNPL),Online Store,5.0,December,12,Loyal/Regular
TXN00974,CUST0261,45,Female,Laptops,Dell XPS 13,1,8216.99,0,8216.99,2025-09-13,Abu Dhabi,Cash,Outlet Branch,3.0,September,9,High-Value
TXN00067,CUST0089,43,Female,Mobiles,Samsung Galaxy S24,5,3418.2,0,17091.0,2025-09-12,Fujairah,Cash,Online Store,4.0,September,9,Loyal/Regular
TXN01006,CUST0223,49,Male,TVs,Sony 50in Bravia,2,4752.86,0,9505.72,2025-10-05,Ajman,Cash,Downtown Branch,5.0,October,10,Loyal/Regular
TXN01057,CUST0169,20,Female,Wearables,Garmin Venu 3,1,1489.01,0,1489.01,2025-04-27,Dubai,Apple Pay,Downtown Branch,4.0,April,4,High-Value
TXN00509,CUST0176,26,Male,Audio,JBL Flip 6,2,1146.0,5,2177.4,2025-09-06,Ajman,Tabby (BNPL),Downtown Branch,3.0,September,9,Loyal/Regular
TXN00994,CUST0111,25,Male,Wearables,Samsung Galaxy Watch 6,1,2650.03,0,2650.03,2025-12-04,Al Ain,Tabby (BNPL),Outlet Branch,5.0,December,12,At-Risk
TXN00578,CUST0226,57,Male,Smart Home,Philips Hue Starter Kit,1,1056.04,0,1056.04,2025-10-04,Ajman,Cash,Outlet Branch,4.0,October,10,Loyal/Regular
TXN00871,CUST0017,25,Female,Laptops,HP Pavilion 15,1,8953.05,5,8505.4,2025-07-06,Dubai,Tabby (BNPL),Online Store,5.0,July,7,High-Value
TXN00652,CUST0051,59,Female,Gaming,Xbox Series X,1,1208.21,0,1208.21,2025-11-04,Dubai,Credit Card,Downtown Branch,4.0,November,11,Loyal/Regular
TXN01123,CUST0122,22,Male,Tablets,Xiaomi Pad 6,1,1603.09,0,1603.09,2025-04-21,Abu Dhabi,Tabby (BNPL),Outlet Branch,4.0,April,4,At-Risk
TXN00902,CUST0049,64,Male,Laptops,HP Pavilion 15,1,7529.19,0,7529.19,2025-05-18,Ras Al Khaimah,Cash,Outlet Branch,4.0,May,5,High-Value
TXN00316,CUST0117,60,Female,TVs,Hisense 43in 4K,2,3838.62,0,7677.24,2025-01-22,Ajman,Credit Card,Mall Branch,4.0,January,1,High-Value
TXN00607,CUST0096,59,Male,Smart Home,Ring Video Doorbell,1,247.59,20,198.07,2025-10-21,Dubai,Debit Card,Outlet Branch,4.0,October,10,Loyal/Regular
TXN00666,CUST0066,60,Female,Laptops,Dell XPS 13,1,3447.18,0,3447.18,2025-07-26,Al Ain,Cash,Downtown Branch,5.0,July,7,At-Risk
TXN00781,CUST0253,52,Female,Mobiles,Google Pixel 8,4,3305.02,0,13220.08,2025-06-22,Ras Al Khaimah,Tabby (BNPL),Mall Branch,4.0,June,6,High-Value
TXN00531,CUST0262,33,Male,Mobiles,Xiaomi Redmi Note 13,2,2270.96,0,4541.92,2025-05-01,Abu Dhabi,Cash,Online Store,4.0,May,5,At-Risk
TXN00546,CUST0130,36,Male,Mobiles,iPhone 15,1,1916.09,0,1916.09,2025-01-20,Ras Al Khaimah,Debit Card,Downtown Branch,3.0,January,1,Loyal/Regular
TXN00281,CUST0268,34,Female,Audio,JBL Flip 6,1,1310.67,0,1310.67,2025-06-07,Abu Dhabi,Apple Pay,Online Store,4.0,June,6,High-Value
TXN00901,CUST0242,62,Female,Laptops,MacBook Air M3,1,7641.95,20,6113.56,2025-11-17,Fujairah,Tabby (BNPL),Downtown Branch,5.0,November,11,High-Value
TXN00198,CUST0062,37,Male,Smart Home,Google Nest Hub,1,651.59,0,651.59,2025-11-04,Dubai,Cash,Online Store,5.0,November,11,Loyal/Regular
TXN00545,CUST0218,54,Female,Laptops,MacBook Air M3,1,1641.05,0,1641.05,2025-02-02,Ajman,Tabby (BNPL),Mall Branch,4.0,February,2,Loyal/Regular
TXN00972,CUST0124,52,Female,TVs,Samsung 55in QLED,3,3490.3,0,10470.9,2025-09-04,Al Ain,Credit Card,Mall Branch,5.0,September,9,Loyal/Regular
TXN00129,CUST0152,39,Female,Gaming,Xbox Series X,1,782.08,0,782.08,2025-11-20,Fujairah,Cash,Outlet Branch,5.0,November,11,High-Value
TXN00323,CUST0036,59,Female,Audio,JBL Flip 6,1,951.67,5,904.09,2025-10-05,Ajman,Tabby (BNPL),Online Store,5.0,October,10,Loyal/Regular
TXN00201,CUST0220,42,Female,Gaming,Xbox Series X,2,845.13,0,1690.26,2025-09-24,Al Ain,Tabby (BNPL),Online Store,5.0,September,9,At-Risk
TXN00458,CUST0066,60,Female,Wearables,Apple Watch Series 9,2,1314.21,0,2628.42,2025-08-03,Al Ain,Cash,Outlet Branch,4.0,August,8,At-Risk
TXN00844,CUST0067,28,Female,Accessories,Wireless Charger Pad,2,193.99,0,387.98,2025-01-14,Al Ain,Tabby (BNPL),Outlet Branch,4.0,January,1,High-Value
TXN00722,CUST0193,62,Female,Audio,Sony WH-1000XM5,2,542.81,20,868.5,2025-06-11,Ajman,Debit Card,Online Store,4.0,June,6,High-Value
TXN00149,CUST0126,53,Female,Accessories,Wireless Charger Pad,3,112.34,20,269.62,2025-09-16,Ras Al Khaimah,Apple Pay,Downtown Branch,5.0,September,9,High-Value
TXN00310,CUST0114,55,Female,Audio,JBL Flip 6,1,696.26,20,557.01,2025-09-16,Abu Dhabi,Tabby (BNPL),Mall Branch,3.0,September,9,High-Value
TXN00954,CUST0148,53,Female,Wearables,Garmin Venu 3,2,1359.59,10,2447.26,2025-03-13,Al Ain,Apple Pay,Downtown Branch,3.0,March,3,High-Value
TXN00066,CUST0022,36,Male,Accessories,USB-C Cable Pack,1,132.89,0,132.89,2025-01-04,Fujairah,Cash,Mall Branch,4.0,January,1,High-Value
TXN00992,CUST0011,45,Female,Mobiles,Google Pixel 8,2,1133.94,15,1927.7,2025-11-18,Abu Dhabi,Credit Card,Mall Branch,4.0,November,11,At-Risk
TXN00817,CUST0080,33,Female,Audio,Sony WH-1000XM5,1,1046.82,0,1046.82,2025-01-02,Ras Al Khaimah,Credit Card,Online Store,3.0,January,1,At-Risk
TXN00454,CUST0026,40,Male,Laptops,Lenovo ThinkPad E14,1,1903.5,0,1903.5,2025-08-19,Ras Al Khaimah,Apple Pay,Online Store,4.0,August,8,At-Risk
TXN00272,CUST0003,32,Male,Accessories,Wireless Charger Pad,2,97.0,0,194.0,2025-02-26,Ras Al Khaimah,Credit Card,Downtown Branch,4.0,February,2,At-Risk
TXN00144,CUST0098,49,Female,Mobiles,Xiaomi Redmi Note 13,2,2195.52,0,4391.04,2025-01-26,Sharjah,Tabby (BNPL),Downtown Branch,4.0,January,1,At-Risk
TXN00681,CUST0110,22,Male,Audio,Bose QuietComfort,5,1362.07,0,6810.35,2025-11-07,Ajman,Apple Pay,Downtown Branch,5.0,November,11,High-Value
TXN01008,CUST0243,41,Male,Mobiles,Xiaomi Redmi Note 13,1,2340.32,0,2340.32,2025-12-10,Unknown,Debit Card,Downtown Branch,5.0,December,12,High-Value
TXN00874,CUST0254,41,Male,Smart Home,Ring Video Doorbell,1,1118.47,0,1118.47,2025-11-23,Al Ain,Cash,Outlet Branch,3.0,November,11,At-Risk
TXN00087,CUST0189,30,Male,Smart Home,Ring Video Doorbell,3,930.47,0,2791.41,2025-12-16,Dubai,Apple Pay,Online Store,5.0,December,12,Loyal/Regular
TXN00165,CUST0216,31,Female,TVs,Hisense 43in 4K,1,4306.078571428572,15,3660.17,2025-11-16,Ajman,Tabby (BNPL),Downtown Branch,4.0,November,11,High-Value
TXN00984,CUST0096,59,Male,Accessories,Wireless Charger Pad,2,72.17,0,144.34,2025-07-24,Dubai,Debit Card,Mall Branch,4.0,July,7,Loyal/Regular
TXN01044,CUST0007,50,Male,Tablets,Lenovo Tab P11,1,1060.47,5,1007.45,2025-01-21,Al Ain,Apple Pay,Outlet Branch,5.0,January,1,At-Risk
TXN01124,CUST0110,22,Male,Accessories,Wireless Charger Pad,1,204.68,0,204.68,2025-11-11,Ajman,Cash,Downtown Branch,4.0,November,11,High-Value
TXN00522,CUST0216,31,Female,Accessories,Anker Power Bank,1,123.29,10,110.96,2025-03-17,Ajman,Cash,Outlet Branch,4.0,March,3,High-Value
TXN01139,CUST0249,55,Male,Audio,Bose QuietComfort,1,515.29,0,515.29,2025-12-27,Dubai,Apple Pay,Outlet Branch,5.0,December,12,Loyal/Regular
TXN00389,CUST0278,53,Female,Accessories,USB-C Cable Pack,1,211.34,0,211.34,2025-06-28,Ajman,Tabby (BNPL),Downtown Branch,2.0,June,6,At-Risk
TXN00194,CUST0067,28,Female,Cameras,DJI Osmo Pocket 3,3,5335.67,10,14406.31,2025-01-21,Al Ain,Apple Pay,Mall Branch,3.0,January,1,High-Value
TXN01011,CUST0278,53,Female,Audio,Sony WH-1000XM5,1,1127.85,0,1127.85,2025-02-19,Ajman,Credit Card,Downtown Branch,5.0,February,2,At-Risk
TXN00109,CUST0148,53,Female,Laptops,Lenovo ThinkPad E14,2,5281.92,0,10563.84,2025-12-22,Al Ain,Tabby (BNPL),Mall Branch,3.0,December,12,High-Value
TXN00569,CUST0161,59,Female,Audio,Bose QuietComfort,2,813.8,0,1627.6,2025-11-06,Ras Al Khaimah,Credit Card,Downtown Branch,4.0,November,11,High-Value
TXN00172,CUST0182,55,Female,Tablets,iPad Air,2,2277.02,5,4326.34,2025-12-11,Ajman,Apple Pay,Mall Branch,1.0,December,12,Loyal/Regular
TXN00019,CUST0261,45,Female,Tablets,iPad Air,2,1473.49,0,2946.98,2025-12-17,Abu Dhabi,Cash,Mall Branch,4.0,December,12,High-Value
TXN00912,CUST0051,59,Female,TVs,Sony 50in Bravia,1,5259.86,0,5259.86,2025-12-26,Dubai,Tabby (BNPL),Downtown Branch,5.0,December,12,Loyal/Regular
TXN00156,CUST0022,36,Male,Audio,AirPods Pro 2,2,1637.1,0,3274.2,2025-03-03,Fujairah,Cash,Mall Branch,3.0,March,3,High-Value
TXN01010,CUST0008,30,Female,Audio,JBL Flip 6,4,618.91,0,2475.64,2025-11-12,Sharjah,Tabby (BNPL),Outlet Branch,5.0,November,11,Loyal/Regular
TXN00644,CUST0251,61,Male,Mobiles,iPhone 15,1,2825.89,0,2825.89,2025-06-10,Fujairah,Tabby (BNPL),Outlet Branch,5.0,June,6,At-Risk
TXN00734,CUST0048,34,Male,Smart Home,Ring Video Doorbell,5,891.37,0,4456.85,2025-12-14,Ras Al Khaimah,Debit Card,Outlet Branch,4.0,December,12,Loyal/Regular
TXN00463,CUST0150,28,Male,Smart Home,Ring Video Doorbell,2,355.45,0,710.9,2025-08-22,Ajman,Cash,Outlet Branch,5.0,August,8,At-Risk
TXN00402,CUST0236,32,Male,Gaming,Xbox Series X,1,604.5,0,604.5,2025-03-26,Fujairah,Cash,Mall Branch,4.0,March,3,Loyal/Regular
TXN00838,CUST0050,52,Female,Gaming,Logitech G502 Mouse,1,2272.32,0,2272.32,2025-11-01,Fujairah,Tabby (BNPL),Outlet Branch,4.0,November,11,Loyal/Regular
TXN00329,CUST0072,51,Female,Accessories,USB-C Cable Pack,4,87.33,5,331.85,2025-12-24,Dubai,Apple Pay,Online Store,2.0,December,12,Loyal/Regular
TXN00017,CUST0008,30,Female,Wearables,Garmin Venu 3,5,533.02,15,2265.34,2025-06-04,Sharjah,Debit Card,Outlet Branch,5.0,June,6,Loyal/Regular
TXN00711,CUST0043,21,Male,Wearables,Samsung Galaxy Watch 6,1,2083.95,0,2083.95,2025-03-06,Sharjah,Debit Card,Mall Branch,5.0,March,3,Low-Engagement
TXN00076,CUST0027,35,Male,Accessories,Wireless Charger Pad,1,207.45,10,186.7,2025-12-10,Al Ain,Credit Card,Downtown Branch,4.0,December,12,High-Value
