customerID,tenure,MonthlyCharges,Contract,InternetService,churn_probability,risk_category
5275-SQEIZ,1,80.85,Month-to-month,Fiber optic,0.8382131082313029,High Risk 🔴
2379-ENZGV,6,84.85,Month-to-month,Fiber optic,0.8381652976547629,High Risk 🔴
6877-TJMBR,1,84.8,Month-to-month,Fiber optic,0.8380106047383173,High Risk 🔴
3746-EUBYR,1,74.6,Month-to-month,Fiber optic,0.8376159469429015,High Risk 🔴
6986-IXNDM,14,92.9,Month-to-month,Fiber optic,0.837567236990206,High Risk 🔴
3908-BLSYF,6,83.9,Month-to-month,Fiber optic,0.837530977584947,High Risk 🔴
3317-VLGQT,14,78.1,Month-to-month,Fiber optic,0.8374190584511986,High Risk 🔴
4132-KALRO,4,100.85,Month-to-month,Fiber optic,0.8371357867104915,High Risk 🔴
2038-OEQZH,4,86.05,Month-to-month,Fiber optic,0.8370562611797286,High Risk 🔴
2845-HSJCY,14,87.25,Month-to-month,Fiber optic,0.8370074373508065,High Risk 🔴
0480-BIXDE,19,96.8,Month-to-month,Fiber optic,0.8366518037716131,High Risk 🔴
5442-UTCVD,3,91.85,Month-to-month,Fiber optic,0.8366281847553819,High Risk 🔴
0023-HGHWL,1,25.1,Month-to-month,DSL,0.8362551710711752,High Risk 🔴
1448-PWKYE,1,80.0,Month-to-month,Fiber optic,0.8361715945715171,High Risk 🔴
3292-PBZEJ,11,111.4,Month-to-month,Fiber optic,0.8361365705341651,High Risk 🔴
6127-ISGTU,16,84.95,Month-to-month,Fiber optic,0.8361021906393094,High Risk 🔴
6960-HVYXR,1,76.0,Month-to-month,Fiber optic,0.8360801243751822,High Risk 🔴
8714-CTZJW,4,82.85,Month-to-month,Fiber optic,0.8360707031304069,High Risk 🔴
2672-DZUOY,1,25.15,Month-to-month,DSL,0.836051374712563,High Risk 🔴
3765-JXVKY,1,74.7,Month-to-month,Fiber optic,0.8359820658973969,High Risk 🔴
0011-IGKFF,13,98.0,Month-to-month,Fiber optic,0.8359527459376899,High Risk 🔴
3422-LYEPQ,1,71.0,Month-to-month,Fiber optic,0.8359158671912345,High Risk 🔴
7409-KIUTL,1,71.0,Month-to-month,Fiber optic,0.835501805954484,High Risk 🔴
8734-DKSTZ,10,85.95,Month-to-month,Fiber optic,0.8354599765822092,High Risk 🔴
5244-IRFIH,33,94.5,Month-to-month,Fiber optic,0.835397671807314,High Risk 🔴
5995-SNNEW,23,104.45,Month-to-month,Fiber optic,0.8352436192515723,High Risk 🔴
6856-RAURS,2,74.9,Month-to-month,Fiber optic,0.8350735186580057,High Risk 🔴
3585-ISXZP,8,95.65,Month-to-month,Fiber optic,0.8350713607335748,High Risk 🔴
1389-CXMLU,3,91.05,Month-to-month,Fiber optic,0.8344826164883535,High Risk 🔴
8943-URTMR,2,79.65,Month-to-month,Fiber optic,0.8341251975868889,High Risk 🔴
5729-KLZAR,4,80.85,Month-to-month,Fiber optic,0.8340130465579503,High Risk 🔴
6221-AVQYL,2,73.25,Month-to-month,Fiber optic,0.833408547581832,High Risk 🔴
6379-RXJRQ,10,70.1,Month-to-month,Fiber optic,0.833197739351906,High Risk 🔴
2982-IHMFT,1,74.45,Month-to-month,Fiber optic,0.8330651508566603,High Risk 🔴
7823-JSOAG,3,74.5,Month-to-month,Fiber optic,0.8325440695331952,High Risk 🔴
1867-BDVFH,11,74.35,Month-to-month,Fiber optic,0.8325278333131003,High Risk 🔴
4291-SHSBH,7,69.55,Month-to-month,Fiber optic,0.8324564377356063,High Risk 🔴
3874-EQOEP,7,95.0,Month-to-month,Fiber optic,0.8323939501981275,High Risk 🔴
4815-GBTCD,4,25.15,Month-to-month,DSL,0.8323526291594108,High Risk 🔴
3999-QGRJH,8,69.7,Month-to-month,Fiber optic,0.8323365912687579,High Risk 🔴
2057-ZBLPD,21,86.5,Month-to-month,Fiber optic,0.8322369129675764,High Risk 🔴
4274-OWWYO,1,74.35,Month-to-month,Fiber optic,0.8321054912460691,High Risk 🔴
3393-FMZPV,25,100.25,Month-to-month,Fiber optic,0.832061087077421,High Risk 🔴
6918-UMQCG,5,80.2,Month-to-month,Fiber optic,0.8319898842122788,High Risk 🔴
5261-QSHQM,4,24.45,Month-to-month,DSL,0.8319333640740517,High Risk 🔴
4514-GFCFI,16,84.75,Month-to-month,Fiber optic,0.8318934791789291,High Risk 🔴
6892-XPFPU,24,104.25,Month-to-month,Fiber optic,0.8318843322505607,High Risk 🔴
5196-SGOAK,1,75.7,Month-to-month,Fiber optic,0.8318618334582586,High Risk 🔴
5167-ZFFMM,1,90.85,Month-to-month,Fiber optic,0.8315808458015338,High Risk 🔴
7508-MYBOG,14,86.1,Month-to-month,Fiber optic,0.8315668933452375,High Risk 🔴
3990-QYKBE,37,92.5,Month-to-month,Fiber optic,0.8314783498579555,High Risk 🔴
6116-RFVHN,34,100.45,Month-to-month,Fiber optic,0.8313883132243267,High Risk 🔴
8443-WVPSS,10,99.85,Month-to-month,Fiber optic,0.831379464087656,High Risk 🔴
4298-OYIFC,15,103.45,Month-to-month,Fiber optic,0.8313627503197608,High Risk 🔴
8313-NDOIA,24,104.15,Month-to-month,Fiber optic,0.8311715601689256,High Risk 🔴
1016-DJTSV,8,69.7,Month-to-month,Fiber optic,0.8311095347643974,High Risk 🔴
8325-QRPZR,7,75.15,Month-to-month,Fiber optic,0.8307699927742074,High Risk 🔴
3276-HDUEG,1,75.05,Month-to-month,Fiber optic,0.830567922847755,High Risk 🔴
7314-OXENN,2,82.0,Month-to-month,Fiber optic,0.8305445158155935,High Risk 🔴
7928-VJYAB,11,90.6,Month-to-month,Fiber optic,0.8303828716779357,High Risk 🔴
1475-VWVDO,7,74.9,Month-to-month,Fiber optic,0.8303680630299717,High Risk 🔴
2952-QAYZF,5,85.3,Month-to-month,Fiber optic,0.8302294164455764,High Risk 🔴
5956-YHHRX,21,104.35,Month-to-month,Fiber optic,0.8301934189362583,High Risk 🔴
2969-QWUBZ,2,51.4,Month-to-month,DSL,0.8301899739496102,High Risk 🔴
5293-WXJAK,11,104.05,Month-to-month,Fiber optic,0.8301447427719625,High Risk 🔴
7326-RIGQZ,6,69.8,Month-to-month,Fiber optic,0.8300111193346791,High Risk 🔴
6507-ZJSUR,23,90.45,Month-to-month,Fiber optic,0.8297498588385975,High Risk 🔴
5628-FCGYG,21,84.1,Month-to-month,Fiber optic,0.8296432975553028,High Risk 🔴
4770-UEZOX,2,74.75,Month-to-month,Fiber optic,0.8296413931570239,High Risk 🔴
8625-AZYZY,24,104.65,Month-to-month,Fiber optic,0.8295661815747314,High Risk 🔴
4884-ZTHVF,8,87.1,Month-to-month,Fiber optic,0.8295429328581142,High Risk 🔴
8270-RKSAP,9,70.5,Month-to-month,Fiber optic,0.8293298357456197,High Risk 🔴
2840-XANRC,24,93.15,Month-to-month,Fiber optic,0.8292840530245414,High Risk 🔴
9274-CNFMO,4,74.95,Month-to-month,Fiber optic,0.8291124030653318,High Risk 🔴
7854-FOKSF,1,35.9,Month-to-month,DSL,0.8290540823931227,High Risk 🔴
9547-ITEFG,9,102.6,Month-to-month,Fiber optic,0.8290240899206663,High Risk 🔴
5949-XIKAE,8,83.55,Month-to-month,Fiber optic,0.8287934531305499,High Risk 🔴
0928-XUTSN,13,80.5,Month-to-month,Fiber optic,0.8287741280904196,High Risk 🔴
5561-NWEVX,2,79.2,Month-to-month,Fiber optic,0.8287281200903643,High Risk 🔴
9992-RRAMN,22,85.1,Month-to-month,Fiber optic,0.828653503450524,High Risk 🔴
0225-ZORZP,3,84.3,Month-to-month,Fiber optic,0.8285835920996628,High Risk 🔴
6393-WRYZE,34,97.65,Month-to-month,Fiber optic,0.8285549145499138,High Risk 🔴
3707-GNWHM,1,74.25,Month-to-month,Fiber optic,0.8285005668892826,High Risk 🔴
5570-PTWEH,3,75.15,Month-to-month,Fiber optic,0.8284109647155937,High Risk 🔴
7392-YYPYJ,22,100.65,Month-to-month,Fiber optic,0.8284028776174767,High Risk 🔴
1465-VINDH,10,102.1,Month-to-month,Fiber optic,0.8283037137946925,High Risk 🔴
0746-JTRFU,2,25.05,Month-to-month,DSL,0.8282175604361025,High Risk 🔴
9850-OWRHQ,3,74.1,Month-to-month,Fiber optic,0.8278997824288162,High Risk 🔴
8111-RKSPX,4,72.2,Month-to-month,Fiber optic,0.8278776923504765,High Risk 🔴
8266-VBFQL,4,90.4,Month-to-month,Fiber optic,0.8278010636213334,High Risk 🔴
2568-OIADY,37,99.5,Month-to-month,Fiber optic,0.827710401562843,High Risk 🔴
2809-ZMYOQ,32,101.35,Month-to-month,Fiber optic,0.8275509240291131,High Risk 🔴
7693-LCKZL,5,80.15,Month-to-month,Fiber optic,0.8275323928556486,High Risk 🔴
6993-OHLXR,2,68.95,Month-to-month,Fiber optic,0.8274540846925513,High Risk 🔴
8397-MVTAZ,34,100.05,Month-to-month,Fiber optic,0.8274486376496433,High Risk 🔴
8380-PEFPE,1,71.65,Month-to-month,Fiber optic,0.8274089026635828,High Risk 🔴
0925-VYDLG,3,75.25,Month-to-month,Fiber optic,0.827379527708126,High Risk 🔴
3295-YVUSR,2,72.6,Month-to-month,Fiber optic,0.8273351120327251,High Risk 🔴
1342-JPNKI,10,86.05,Month-to-month,Fiber optic,0.8271288068916856,High Risk 🔴
0302-JOIVN,8,101.15,Month-to-month,Fiber optic,0.8270771370898101,High Risk 🔴
7802-EFKNY,5,24.95,Month-to-month,DSL,0.8270620626711288,High Risk 🔴
1740-CSDJP,1,35.25,Month-to-month,DSL,0.8270493189557302,High Risk 🔴
5976-JCJRH,10,70.3,Month-to-month,Fiber optic,0.8266704241667111,High Risk 🔴
0432-CAJZV,3,90.7,Month-to-month,Fiber optic,0.8262354837697166,High Risk 🔴
2575-GFSOE,7,69.0,Month-to-month,Fiber optic,0.826079036644294,High Risk 🔴
9102-IAYHT,17,85.45,Month-to-month,Fiber optic,0.8260671805658636,High Risk 🔴
6275-YDUVO,2,86.2,Month-to-month,Fiber optic,0.8259636969090886,High Risk 🔴
0396-YCHWO,36,95.4,Month-to-month,Fiber optic,0.825475269409185,High Risk 🔴
8873-GLDMH,6,73.85,Month-to-month,Fiber optic,0.8254004132077233,High Risk 🔴
6424-ELEYH,3,74.75,Month-to-month,Fiber optic,0.8253301447600405,High Risk 🔴
3427-GGZZI,19,89.1,Month-to-month,Fiber optic,0.8250103609974679,High Risk 🔴
4597-NUCQV,24,101.25,Month-to-month,Fiber optic,0.8244819841671303,High Risk 🔴
0495-ZBNGW,5,79.9,Month-to-month,Fiber optic,0.8243563609179708,High Risk 🔴
5701-YVSVF,11,82.9,Month-to-month,Fiber optic,0.8240406098178881,High Risk 🔴
5940-NFXKV,19,83.65,Month-to-month,Fiber optic,0.8239657772401956,High Risk 🔴
3797-FKOGQ,11,86.2,Month-to-month,Fiber optic,0.8238873502386376,High Risk 🔴
0939-YAPAF,35,100.25,Month-to-month,Fiber optic,0.8238325236472182,High Risk 🔴
7831-QGOXH,18,85.2,Month-to-month,Fiber optic,0.8237252678835069,High Risk 🔴
3049-NDXFL,1,85.8,Month-to-month,Fiber optic,0.8233860368218002,High Risk 🔴
6110-OHIHY,3,79.25,Month-to-month,Fiber optic,0.8233363758995585,High Risk 🔴
4585-HETAI,4,73.75,Month-to-month,Fiber optic,0.8233051515635577,High Risk 🔴
0168-XZKBB,19,86.85,Month-to-month,Fiber optic,0.8232738976557693,High Risk 🔴
5673-FSSMF,1,60.15,Month-to-month,DSL,0.8229830728422798,High Risk 🔴
3372-KWFBM,16,86.6,Month-to-month,Fiber optic,0.8228979360221274,High Risk 🔴
1689-YQBYY,12,76.6,Month-to-month,Fiber optic,0.8227379080878633,High Risk 🔴
2856-HYAPG,1,68.65,Month-to-month,Fiber optic,0.8225871868684739,High Risk 🔴
7903-CMPEY,1,80.3,Month-to-month,Fiber optic,0.8225277097507218,High Risk 🔴
7590-VHVEG,1,29.85,Month-to-month,DSL,0.8224573910245968,High Risk 🔴
6618-RYATB,1,79.55,Month-to-month,Fiber optic,0.8223273119233652,High Risk 🔴
3318-OSATS,35,95.45,Month-to-month,Fiber optic,0.8222899685198335,High Risk 🔴
5228-EXCET,13,80.85,Month-to-month,Fiber optic,0.822283588839691,High Risk 🔴
8510-AWCXC,13,100.8,Month-to-month,Fiber optic,0.8221658385481007,High Risk 🔴
7206-PQBBZ,11,70.2,Month-to-month,Fiber optic,0.8221091204307873,High Risk 🔴
6851-WEFYX,35,100.8,Month-to-month,Fiber optic,0.8220651047778639,High Risk 🔴
9734-YWGEX,9,98.3,Month-to-month,Fiber optic,0.8219652726673333,High Risk 🔴
5569-KGJHX,9,85.35,Month-to-month,Fiber optic,0.8219189249832154,High Risk 🔴
6435-SRWBJ,5,82.75,Month-to-month,Fiber optic,0.8218744058243946,High Risk 🔴
5138-WVKYJ,10,98.55,Month-to-month,Fiber optic,0.8217974226375914,High Risk 🔴
8361-LTMKD,4,74.4,Month-to-month,Fiber optic,0.8215903733132239,High Risk 🔴
2516-VQRRV,2,75.45,Month-to-month,Fiber optic,0.8215888307108095,High Risk 🔴
2482-CZGBB,10,70.0,Month-to-month,Fiber optic,0.8214852450247243,High Risk 🔴
7479-NITWS,7,89.35,Month-to-month,Fiber optic,0.8214697520705853,High Risk 🔴
7028-DVOIQ,35,99.05,Month-to-month,Fiber optic,0.8214546442750333,High Risk 🔴
4873-ILOLJ,24,90.35,Month-to-month,Fiber optic,0.821131408079134,High Risk 🔴
9314-IJWSQ,14,84.8,Month-to-month,Fiber optic,0.8211188491616952,High Risk 🔴
6543-XRMYR,30,99.7,Month-to-month,Fiber optic,0.8210962098704255,High Risk 🔴
9330-IJWIO,13,100.35,Month-to-month,Fiber optic,0.8210210516144957,High Risk 🔴
4631-OACRM,15,79.4,Month-to-month,Fiber optic,0.8207489671189204,High Risk 🔴
2260-USTRB,2,70.2,Month-to-month,Fiber optic,0.8206452019072993,High Risk 🔴
9399-APLBT,1,74.7,Month-to-month,Fiber optic,0.8205991719630397,High Risk 🔴
9647-ERGBE,30,100.05,Month-to-month,Fiber optic,0.8205364984920059,High Risk 🔴
2754-XBHTB,9,77.65,Month-to-month,Fiber optic,0.82036165186126,High Risk 🔴
6339-YPSAH,9,73.8,Month-to-month,Fiber optic,0.820299657467613,High Risk 🔴
4572-DVCGN,10,80.25,Month-to-month,Fiber optic,0.8202740721813139,High Risk 🔴
1196-AMORA,7,73.6,Month-to-month,Fiber optic,0.8202684497245503,High Risk 🔴
1666-JXLKU,37,100.05,Month-to-month,Fiber optic,0.8202599720602427,High Risk 🔴
2081-VEYEH,3,107.95,Month-to-month,Fiber optic,0.8201987536358567,High Risk 🔴
6198-ZFIOJ,5,75.6,Month-to-month,Fiber optic,0.8201776296347731,High Risk 🔴
1602-IJQQE,4,75.35,Month-to-month,Fiber optic,0.820082538337704,High Risk 🔴
1226-IENZN,16,78.75,Month-to-month,Fiber optic,0.8200778384027085,High Risk 🔴
8118-LSUEL,23,106.4,Month-to-month,Fiber optic,0.8195664571846472,High Risk 🔴
4817-VYYWS,30,100.2,Month-to-month,Fiber optic,0.819457188209788,High Risk 🔴
1571-SAVHK,12,99.95,Month-to-month,Fiber optic,0.8194117301626538,High Risk 🔴
3370-HXOPH,3,76.1,Month-to-month,Fiber optic,0.8192463608101932,High Risk 🔴
3663-MITLP,15,101.25,Month-to-month,Fiber optic,0.8191207455889112,High Risk 🔴
6712-OAWRH,26,91.25,Month-to-month,Fiber optic,0.8189765383446187,High Risk 🔴
7235-NXZCP,2,74.85,Month-to-month,Fiber optic,0.8189699260806262,High Risk 🔴
6899-PPEEA,37,96.55,Month-to-month,Fiber optic,0.8188429695826193,High Risk 🔴
3753-TSEMP,15,88.15,Month-to-month,Fiber optic,0.8187696455681209,High Risk 🔴
2761-OCIAX,2,74.7,Month-to-month,Fiber optic,0.818756858783837,High Risk 🔴
4566-NECEV,5,96.55,Month-to-month,Fiber optic,0.8187296605826401,High Risk 🔴
2013-SGDXK,1,84.3,Month-to-month,Fiber optic,0.8184695416196585,High Risk 🔴
6319-IEJWJ,20,90.2,Month-to-month,Fiber optic,0.8181920156007673,High Risk 🔴
0928-JMXNP,4,29.9,Month-to-month,DSL,0.8181667923101004,High Risk 🔴
9250-WYPLL,5,75.55,Month-to-month,Fiber optic,0.8181532273033726,High Risk 🔴
2107-FBPTK,30,104.1,Month-to-month,Fiber optic,0.8179220811550512,High Risk 🔴
1254-IZEYF,31,99.95,Month-to-month,Fiber optic,0.8178725941641802,High Risk 🔴
1077-HUUJM,7,71.05,Month-to-month,Fiber optic,0.8177590835215873,High Risk 🔴
6400-BWQKW,6,79.05,Month-to-month,Fiber optic,0.8176316446811467,High Risk 🔴
6705-LXORM,5,70.05,Month-to-month,Fiber optic,0.8175566166359334,High Risk 🔴
3074-GQWYX,5,75.9,Month-to-month,Fiber optic,0.817330729428175,High Risk 🔴
1251-STYSZ,4,80.25,Month-to-month,Fiber optic,0.8171267059736397,High Risk 🔴
5583-SXDAG,1,70.0,Month-to-month,Fiber optic,0.817100753444944,High Risk 🔴
6496-JDSSB,8,80.0,Month-to-month,Fiber optic,0.8170038860406251,High Risk 🔴
7780-OTDSO,18,99.4,Month-to-month,Fiber optic,0.8169445033556934,High Risk 🔴
0947-IDHRQ,7,80.3,Month-to-month,Fiber optic,0.8167488714493358,High Risk 🔴
0420-HLGXF,39,99.75,Month-to-month,Fiber optic,0.8167431298032132,High Risk 🔴
3420-YJLQT,2,79.55,Month-to-month,Fiber optic,0.8165387922099625,High Risk 🔴
2862-PFNIK,1,24.7,Month-to-month,DSL,0.8165085193053911,High Risk 🔴
9741-YLNTD,6,87.95,Month-to-month,Fiber optic,0.8164577474926707,High Risk 🔴
8821-XNHVZ,1,80.05,Month-to-month,Fiber optic,0.8164324354484872,High Risk 🔴
4039-HEUNW,36,96.5,Month-to-month,Fiber optic,0.8163797148221639,High Risk 🔴
2262-SLNVK,1,70.1,Month-to-month,Fiber optic,0.8162037353241944,High Risk 🔴
0923-PNFUB,3,83.75,Month-to-month,Fiber optic,0.8161549454836527,High Risk 🔴
5219-YIPTK,33,104.4,Month-to-month,Fiber optic,0.8161378114342424,High Risk 🔴
3951-NJCVI,42,95.05,Month-to-month,Fiber optic,0.815782126337392,High Risk 🔴
3855-ONCAR,4,78.9,Month-to-month,Fiber optic,0.815776351944312,High Risk 🔴
0315-LVCRK,11,84.8,Month-to-month,Fiber optic,0.8157652324003122,High Risk 🔴
3677-IYRBF,2,30.4,Month-to-month,DSL,0.8156534875277636,High Risk 🔴
5399-ZIMKF,5,74.65,Month-to-month,Fiber optic,0.8154311498018354,High Risk 🔴
4822-YCXMX,25,84.8,Month-to-month,Fiber optic,0.815362287933388,High Risk 🔴
7908-QCBCA,1,69.4,Month-to-month,Fiber optic,0.8153485766401569,High Risk 🔴
0235-KGSLC,1,85.55,Month-to-month,Fiber optic,0.8152957213741269,High Risk 🔴
3957-LXOLK,28,106.15,Month-to-month,Fiber optic,0.8149229547746771,High Risk 🔴
3871-IKPYH,1,69.1,Month-to-month,Fiber optic,0.8148995645489973,High Risk 🔴
6407-UTSLV,2,83.8,Month-to-month,Fiber optic,0.814757249851499,High Risk 🔴
5419-CONWX,4,99.8,Month-to-month,Fiber optic,0.8146361721501856,High Risk 🔴
8875-AKBYH,20,84.35,Month-to-month,Fiber optic,0.814505080334548,High Risk 🔴
0742-NXBGR,1,82.3,Month-to-month,Fiber optic,0.8144125585332812,High Risk 🔴
1915-IOFGU,1,70.5,Month-to-month,Fiber optic,0.814411767450143,High Risk 🔴
8481-YYXWG,5,89.35,Month-to-month,Fiber optic,0.8144071304060269,High Risk 🔴
9095-HFAFX,5,81.0,Month-to-month,Fiber optic,0.8143477828861748,High Risk 🔴
4958-XCBDQ,35,101.4,Month-to-month,Fiber optic,0.8142200337570625,High Risk 🔴
2754-SDJRD,8,100.15,Month-to-month,Fiber optic,0.8141883357586992,High Risk 🔴
3223-WZWJM,26,83.95,Month-to-month,Fiber optic,0.8141159858733291,High Risk 🔴
9696-RMYBA,5,80.1,Month-to-month,Fiber optic,0.8140717920671416,High Risk 🔴
7242-QZLXF,1,25.3,Month-to-month,DSL,0.8138189685311813,High Risk 🔴
0793-TWELN,4,80.15,Month-to-month,Fiber optic,0.8132729133392614,High Risk 🔴
4854-CIDCF,3,73.85,Month-to-month,Fiber optic,0.8129112983838234,High Risk 🔴
6215-NQCPY,15,99.7,Month-to-month,Fiber optic,0.8128940719538961,High Risk 🔴
3748-FVMZZ,4,40.05,Month-to-month,DSL,0.8128676513329842,High Risk 🔴
8063-GBATB,27,85.25,Month-to-month,Fiber optic,0.8128398961090938,High Risk 🔴
8709-KRDVL,33,100.0,Month-to-month,Fiber optic,0.8127524023535654,High Risk 🔴
5271-DBYSJ,11,79.15,Month-to-month,Fiber optic,0.8127368887639552,High Risk 🔴
9279-CJEOJ,21,95.4,Month-to-month,Fiber optic,0.8127005699779477,High Risk 🔴
8650-RHRKE,4,29.65,Month-to-month,DSL,0.8126971672855324,High Risk 🔴
8699-ASUFO,7,74.4,Month-to-month,Fiber optic,0.8126147935207096,High Risk 🔴
2845-AFFTX,41,99.8,Month-to-month,Fiber optic,0.8124927612182407,High Risk 🔴
1513-XNPPH,12,89.4,Month-to-month,Fiber optic,0.812452376793209,High Risk 🔴
0330-IVZHA,5,69.95,Month-to-month,Fiber optic,0.8123866327234497,High Risk 🔴
5442-BHQNG,2,70.35,Month-to-month,Fiber optic,0.8122340340030618,High Risk 🔴
5119-NZPTV,2,70.1,Month-to-month,Fiber optic,0.8121814364216602,High Risk 🔴
6060-DRTNL,5,84.85,Month-to-month,Fiber optic,0.8121563822391572,High Risk 🔴
7912-SYRQT,7,75.1,Month-to-month,Fiber optic,0.8117316826901799,High Risk 🔴
6331-EWIEB,20,85.25,Month-to-month,Fiber optic,0.811705959400257,High Risk 🔴
1078-TDCRN,3,30.75,Month-to-month,DSL,0.8114998209748423,High Risk 🔴
7538-GWHML,2,69.65,Month-to-month,Fiber optic,0.8112598959680689,High Risk 🔴
8868-WOZGU,28,105.7,Month-to-month,Fiber optic,0.8112074194820161,High Risk 🔴
5366-IJEQJ,20,88.7,Month-to-month,Fiber optic,0.8111753563781609,High Risk 🔴
7153-OANIO,1,69.95,Month-to-month,Fiber optic,0.8110546898840997,High Risk 🔴
1907-UBQFC,10,72.85,Month-to-month,Fiber optic,0.8107295511847139,High Risk 🔴
4277-PVRAN,8,80.1,Month-to-month,Fiber optic,0.8106141999678625,High Risk 🔴
0390-DCFDQ,1,70.45,Month-to-month,Fiber optic,0.8105990330182103,High Risk 🔴
0524-IAVZO,30,85.0,Month-to-month,Fiber optic,0.8105865924552392,High Risk 🔴
3177-LASXD,1,71.35,Month-to-month,Fiber optic,0.810559115849722,High Risk 🔴
6029-WTIPC,37,101.1,Month-to-month,Fiber optic,0.8105318622942606,High Risk 🔴
5117-IFGPS,29,84.3,Month-to-month,Fiber optic,0.8104632802436414,High Risk 🔴
3801-HMYNL,1,89.15,Month-to-month,Fiber optic,0.8104337396691306,High Risk 🔴
1866-RZZQS,41,98.4,Month-to-month,Fiber optic,0.8101565633697969,High Risk 🔴
6772-KSATR,1,81.7,Month-to-month,Fiber optic,0.8100722215783449,High Risk 🔴
5405-ZMYXQ,8,74.6,Month-to-month,Fiber optic,0.8096876242385005,High Risk 🔴
5980-NOPLP,44,96.1,Month-to-month,Fiber optic,0.809561485584688,High Risk 🔴
7029-RPUAV,17,100.45,Month-to-month,Fiber optic,0.8093094789052887,High Risk 🔴
0388-EOPEX,2,74.4,Month-to-month,Fiber optic,0.8092505368939475,High Risk 🔴
5609-CEBID,20,94.1,Month-to-month,Fiber optic,0.8091507124717278,High Risk 🔴
4759-TRPLW,1,70.4,Month-to-month,Fiber optic,0.8089944992659585,High Risk 🔴
1980-KXVPM,3,75.05,Month-to-month,Fiber optic,0.8086299666944252,High Risk 🔴
3440-JPSCL,6,99.95,Month-to-month,Fiber optic,0.8085489472570794,High Risk 🔴
9367-WXLCH,8,84.5,Month-to-month,Fiber optic,0.8085327844238417,High Risk 🔴
5669-SRAIP,5,39.5,Month-to-month,DSL,0.8085157972089131,High Risk 🔴
8648-PFRMP,14,46.35,Month-to-month,DSL,0.8083239302526977,High Risk 🔴
2665-NPTGL,26,98.1,Month-to-month,Fiber optic,0.8082539145695575,High Risk 🔴
0258-NOKBL,3,90.4,Month-to-month,Fiber optic,0.8081095700544528,High Risk 🔴
6907-NZZIJ,36,99.15,Month-to-month,Fiber optic,0.8080760602095421,High Risk 🔴
5216-WASFJ,31,84.85,Month-to-month,Fiber optic,0.8080042821123857,High Risk 🔴
5934-RMPOV,22,84.75,Month-to-month,Fiber optic,0.8079735348436843,High Risk 🔴
5186-SAMNZ,1,69.5,Month-to-month,Fiber optic,0.8079659724974417,High Risk 🔴
9208-OLGAQ,18,84.95,Month-to-month,Fiber optic,0.8078692949205651,High Risk 🔴
4598-XLKNJ,25,98.5,Month-to-month,Fiber optic,0.8077591727037653,High Risk 🔴
0871-URUWO,13,102.25,Month-to-month,Fiber optic,0.8076841936904833,High Risk 🔴
8017-LXHFA,23,94.75,Month-to-month,Fiber optic,0.8076511957598895,High Risk 🔴
2187-PKZAY,12,79.95,Month-to-month,Fiber optic,0.8075500318232616,High Risk 🔴
8107-KNCIM,14,75.1,Month-to-month,Fiber optic,0.8075358812605031,High Risk 🔴
9840-DVNDC,6,80.5,Month-to-month,Fiber optic,0.8074724213279106,High Risk 🔴
5519-YLDGW,21,103.9,Month-to-month,Fiber optic,0.8074238380983242,High Risk 🔴
5520-FVEWJ,12,84.5,Month-to-month,Fiber optic,0.8073228481774137,High Risk 🔴
2114-MGINA,14,89.8,Month-to-month,Fiber optic,0.8072527187597639,High Risk 🔴
0689-NKYLF,13,83.2,Month-to-month,Fiber optic,0.8071533839303378,High Risk 🔴
2254-DLXRI,1,79.15,Month-to-month,Fiber optic,0.8071504599986995,High Risk 🔴
1309-BXVOQ,21,106.1,Month-to-month,Fiber optic,0.8070529844594301,High Risk 🔴
3223-DWFIO,4,69.35,Month-to-month,Fiber optic,0.8066727477460791,High Risk 🔴
7176-WIONM,12,49.85,Month-to-month,DSL,0.8066608349897669,High Risk 🔴
2959-FENLU,9,85.3,Month-to-month,Fiber optic,0.8065939731869411,High Risk 🔴
7284-BUYEC,5,50.95,Month-to-month,DSL,0.8065064561763043,High Risk 🔴
3066-RRJIO,1,69.95,Month-to-month,Fiber optic,0.8064874750535403,High Risk 🔴
7881-EVUAD,2,42.6,Month-to-month,DSL,0.806446252115995,High Risk 🔴
3488-PGMQJ,8,74.5,Month-to-month,Fiber optic,0.8063997112621031,High Risk 🔴
0875-CABNR,10,84.6,Month-to-month,Fiber optic,0.8061237775512903,High Risk 🔴
0135-NMXAP,12,89.75,Month-to-month,Fiber optic,0.8059399697559714,High Risk 🔴
2272-QAGFO,14,74.3,Month-to-month,Fiber optic,0.8058625166891364,High Risk 🔴
7861-UVUFT,15,84.3,Month-to-month,Fiber optic,0.8056425127574721,High Risk 🔴
9985-MWVIX,1,70.15,Month-to-month,Fiber optic,0.8055571580723296,High Risk 🔴
2619-WFQWU,1,70.15,Month-to-month,Fiber optic,0.8055571580723296,High Risk 🔴
5054-IEXZT,1,75.35,Month-to-month,Fiber optic,0.8055290474355554,High Risk 🔴
2439-LYPMQ,38,102.6,Month-to-month,Fiber optic,0.8050107303209874,High Risk 🔴
6032-KRXXO,30,90.25,Month-to-month,Fiber optic,0.804882561822395,High Risk 🔴
2824-MYYBN,37,95.25,Month-to-month,Fiber optic,0.8048544261660769,High Risk 🔴
8118-TJAFG,9,101.5,Month-to-month,Fiber optic,0.8048223260369838,High Risk 🔴
4385-GZQXV,16,94.45,Month-to-month,Fiber optic,0.8046738440411083,High Risk 🔴
